DBMS_urnform,X_DBMS_urnform,Y_DBMS_urnform,match_state,manu_labeled_flag,DBMS_common_name,category_label,Written in,Query Interface,System Architecture,Developer,Country of Origin,initial_release_year,current_release_year,Project Type,License_info,github_repo_link,github_repo_id,open_source_license,Score_Jul-2026,Rank_Jul-2026
signaldb,signaldb,,X_Single,Y_auto,SignalDB,Document,TypeScript,Custom API,Embedded,Max Nowack,DE,2023,,"Hobby,Open Source",MIT License,maxnowack/signaldb,661663226,Y,,
silo,silo,,X_Single,Y_auto,Silo,Relational,"C++,Python",Custom API,Shared-Everything,"Stephen Tu, Eddie Kohler",US,2013,2015,"Academic,Open Source",MIT License,stephentu/silo,12067343,Y,,
sirdb,sirdb,,X_Single,Y_auto,Sir.DB,Document,JavaScript,Custom API,,Cris Stringfellow,HK,2020,2022,"Hobby,Open Source",MIT License,DO-SAY-GO/sirdb,234091935,Y,,
siridb,siridb,siridb,Normal,Y_auto,SiriDB,Time Series,C,Custom API,,Cesbit,NL,2016#dbdbio>|<dbengines#2017,,"Commercial,Open Source",MIT License,SiriDB/siridb-server,55093657,Y,0.0,387
sirius,sirius,,X_Single,Y_auto,Sirius,Relational,C++,SQL,,University of Wisconsin,US,2024,,Open Source,Apache v2,sirius-db/sirius,817507312,Y,,
sirixdb,sirixdb,,X_Single,Y_auto,SirixDB,Document,"Java,Kotlin","XQuery,HTTP / REST",,University of Konstanz,DE,2012,,"Academic,Open Source",BSD License,sirixdb/sirix,4604367,Y,,
skeg,skeg,,X_Single,Y_auto,Skeg,,Rust,,,Daniele Scaratti,IT,2026,,"Hobby,Open Source",,skegdb/skeg,,Y,,
skeletondb,skeletondb,,X_Single,Y_auto,SkeletonDB,,Go,,,Tristan Rice,CA,2016,2016,Open Source,MIT License,d4l3k/skeletondb,,Y,,
sklad,sklad,,X_Single,Y_auto,Sklad,Key-value,Zig,Custom API,,,US,2024,,"Hobby,Open Source",Apache v2,sklad-dev/Sklad,942380667,Y,,
sksql,sksql,,X_Single,Y_auto,SKSQL,Relational,TypeScript,SQL,Embedded,Alex Raffy,ES,2021,2023,"Hobby,Open Source",MIT License,alexraffy/sksql,416777125,Y,,
skydb,skydb,,X_Single,Y_auto,SkyDB,,,,,Ben Johnson,US,2013,2016,Open Source,,-,,Y,,
skyrise,skyrise,,X_Single,Y_auto,Skyrise,Relational,C++,SQL,Shared-Disk,Hasso Plattner Institute,DE,2019,2025,"Academic,Open Source",MIT License,hpides/skyrise,911776933,Y,,
skytable,skytable,skytable,Normal,Y_auto,Skytable,Key-value,Rust,Custom API,,Skytable,US,2020,2025,Open Source,AGPL v3.0,skytable/skytable,276042304,Y,0.0,387
slatedb,slatedb,,X_Single,Y_auto,SlateDB,Key-value,Rust,Custom API,Embedded,Chris Riccomini,US,2024,,"Hobby,Open Source",Apache v2,slatedb/slatedb,777912773,Y,,
sled,sled,,X_Single,Y_auto,Sled,Key-value,Rust,Custom API,Embedded,Tyler Neely,"DE,US",2016,,Open Source,"Apache v2,MIT License",spacejam/sled,49401416,Y,,
sleekdb,sleekdb,,X_Single,Y_auto,SleekDB,Document,PHP,Custom API,Embedded,,BD,2018,,Open Source,MIT License,SleekDB/SleekDB,129436009,Y,,
slothdb,slothdb,,X_Single,Y_auto,SlothDB,Relational,C++,SQL,Embedded,Sourav Roy,IN,2026,,"Hobby,Open Source",MIT License,SouravRoy-ETL/slothdb,1211492976,Y,,
slumber-db,slumber-db,,X_Single,Y_auto,Slumber DB,Key-value,Java,,,Richard Hightower,US,2014,2014,Open Source,Apache v2,RichardHightower/slumberdb,18409684,Y,,
smallsql,smallsql,smallsql,Normal,Y_auto,SmallSQL,Relational,Java,,Embedded,Volker Berlin,DE,2005,2013,Open Source,LGPL v3,CptTZ/SmallSQL,151762200,Y,0.02,374
sneller,sneller,,X_Single,Y_auto,Sneller,Document,Go,SQL,Shared-Disk,Sneller Inc.,US,2022,,"Commercial,Open Source",AGPL v3,SnellerInc/sneller,474070793,Y,,
sochdb,sochdb,,X_Single,Y_auto,SochDB,"Relational,Graph,Vector",Rust,SQL,Embedded,SochDB Inc.,US,2026,,"Commercial,Open Source","AGPL v3,Apache v2",sochdb/sochdb,1126115972,Y,,
solarsystemdb,solarsystemdb,,X_Single,Y_auto,SolarSystemDB,,,,,SuwaSystem,JP,2024,2025,"Commercial,Open Source",,,,Y,,
solodb,solodb,,X_Single,Y_auto,SoloDB,Document,C#,"Custom API,SQL",Embedded,Radu Sologub,RO,2024,,"Hobby,Open Source",LGPL v3,Unconcurrent/SoloDB,813243891,Y,,
solr,solr,apache-solr,Fuzzy:Normal,Y,Apache Solr,Document#dbdbio>|<dbengines#Search Engine,Java,Custom API,Shared-Nothing,Apache Software Foundation,US,2004#dbdbio>|<dbengines#2006,2024,Open Source,Apache v2,apache/solr,341374920,Y,32.63,22
sones-graphdb,sones-graphdb,,X_Single,Y_auto,sones GraphDB,Graph,C#,"Custom API,HTTP / REST",Shared-Everything,sones,DE,2007,2012,"Commercial,Open Source",AGPL v3,sones/sones,743502,Y,,
sonnerie,sonnerie,,X_Single,Y_auto,Sonnerie,Relational,Rust,"HTTP / REST,Command-line / Shell",,Charles Samuels,US,,,Open Source,BSD License,njaard/sonnerie,147880351,Y,,
sophia,sophia,,X_Single,Y_auto,Sophia,Key-value,C,Custom API,Embedded,,RU,2014,2018,Open Source,BSD License,pmwkaa/sophia,12843155,Y,,
spacetimedb,spacetimedb,,X_Single,Y_auto,SpacetimeDB,Relational,,"Custom API,SQL,HTTP / REST",,"Clockwork Laboratories, Inc.",US,2023,,"Commercial,Open Source",Business Source License,ClockworkLabs/SpacetimeDB,654870350,Y,,
spark-sql,spark-sql,apache-spark-sql,WebsiteExact:Normal,Y_auto,Spark SQL,Relational,,"Custom API,SQL",Shared-Nothing,Apache Software Foundation,US,2014,2023,Open Source,Apache v2.0,apache/spark,17165658,Y,22.58,27
sparkey,sparkey,,X_Single,Y_auto,Sparkey,Key-value,C,Custom API,,Spotify,SE,2013,2023,Open Source,Apache v2,spotify/sparkey,12488811,Y,,
sparksee,sparksee,,X_Single,Y_auto,Sparksee,"Graph,Object Oriented",C++,Custom API,Shared-Nothing,Sparsity Technologies,ES,2006,,"Commercial,Open Source",,SparsityTechnologies/sparksee-server,43494700,Y,,
sparrowdb,sparrowdb,,X_Single,Y_auto,SparrowDB,Key-value,Go,HTTP / REST,,SparrowDB,BR,2016,2018,Open Source,MIT License,SparrowDb/sparrowdb,64182745,Y,,
speedy,speedy,,X_Single,Y_auto,Speedy,Relational,C,SQL,,Harald Wabnig,AT,,2003,"Hobby,Open Source",,-,,Y,,
sphinx,sphinx,sphinx,Normal,Y_auto,Sphinx,Document,C++,,,Sphinx Technologies,US,2001,2023,"Commercial,Open Source","GPL v2,Proprietary",sphinxsearch/sphinx,36992044,Y,6.02,61
spicedb,spicedb,,X_Single,Y_auto,SpiceDB,Object Oriented,Go,"Custom API,HTTP / REST",,Authzed,US,2021,,"Commercial,Open Source",Apache v2,authzed/spicedb,396856161,Y,,
splice-machine,splice-machine,splice-machine,Normal,Y_auto,Splice Machine,Relational,Java,SQL,Shared-Disk,Splice Machine,US,2012#dbdbio>|<dbengines#2014,2021,"Commercial,Open Source",AGPL v3.0; commercial license available,splicemachine/spliceengine,8582237,Y,0.54,240
splinterdb,splinterdb,,X_Single,Y_auto,SplinterDB,Key-value,C,Custom API,Embedded,"VMware, Inc.",US,2018,,"Industrial Research,Open Source",Apache v2,vmware/splinterdb,385356389,Y,,
sqlite,sqlite,sqlite,Normal,Y_auto,SQLite,Relational,C,"Custom API,SQL","Shared-Disk,Embedded","D. Richard Hipp, Dan Kennedy, Joe Mistachkin#dbdbio>|<dbengines#Dwayne Richard Hipp",US,2000,2024,"Commercial,Open Source",Public Domain,sqlite/sqlite,176278485,Y,94.77,11
squirreling,squirreling,,X_Single,Y_auto,Squirreling,Relational,JavaScript,SQL,,,US,2025,,"Commercial,Open Source",MIT License,hyparam/squirreling,1101734601,Y,,
srch2,srch2,,X_Single,Y_auto,SRCH²,,C++,,,"SRCH², Inc.",US,2010,2017,"Commercial,Open Source",Proprietary,SRCH2/srch2-ngn,,Y,,
ssdb,ssdb,,X_Single,Y_auto,SSDB,Key-value,C++,"Custom API,Command-line / Shell",Shared-Nothing,Zuyang Wu,CN,2013,2021,Open Source,BSD License,ideawu/ssdb,7561862,Y,,
starrocks,starrocks,starrocks,Normal,Y_auto,StarRocks,"Wide column,Relational","C++,Java",SQL,"Shared-Nothing,Shared-Everything","Shanghai StarRocks Technology Co., Ltd.",CN,2021#dbdbio>|<dbengines#2020,2024,"Commercial,Open Source",Apache v2.0,StarRocks/StarRocks,402945349,Y,1.61,143
starskey,starskey,,X_Single,Y_auto,Starskey,Key-value,Go,Custom API,Embedded,Alex Gaetano Padula,CA,2025,2025,"Hobby,Open Source",Mozilla Public License,starskey-io/starskey,919276446,Y,,
stellarsql,stellarsql,,X_Single,Y_auto,StellarSQL,Relational,Rust,SQL,,An-Chi Liu,TW,2018,2021,"Hobby,Open Source",MIT License,stellarsql/StellarSQL,151367139,Y,,
stereodb,stereodb,,X_Single,Y_auto,StereoDB,Relational,F#,SQL,Embedded,Anton Moldovan,UA,2023,2024,"Hobby,Open Source",Apache v2,StereoDB/StereoDB,590507334,Y,,
stig,stig,,X_Single,Y_auto,Stig,Graph,C++,,Shared-Nothing,"Tagged, Inc.",US,2010,2014,Open Source,Apache v2,jssmith/stigdb,166429903,Y,,
stonedb,stonedb,,X_Single,Y_auto,StoneDB,Relational,,SQL,,StoneAtom,CN,2022,2024,"Commercial,Open Source",,StoneAtom/stonedb,501460708,Y,,
stoolap,stoolap,,X_Single,Y_auto,Stoolap,Relational,Go,SQL,Shared-Everything,Yasar Alev,TR,2025,,"Hobby,Open Source",Apache v2,stoolap/stoolap,975891605,Y,,
stormidb,stormidb,,X_Single,Y_auto,StormiDB,Document,JavaScript,Custom API,Embedded,Gopersonal,US,2024,2024,Open Source,MIT License,goshops-com/StormiDB,852516379,Y,,
strabon,strabon,strabon,Normal,Y_auto,Strabon,RDF,Java,SPARQL,,KRR&A Team,GR,2011,,"Academic,Open Source",Mozilla public license,esarbanis/strabon,31719727,Y,0.27,290
strixdb,strixdb,,X_Single,Y_auto,StrixDB,RDF,,"SPARQL,Datalog",Embedded,,FR,,,"Commercial,Open Source",Proprietary,-,,Y,,
strozzi-nosql,strozzi-nosql,,X_Single,Y_auto,Strozzi NoSQL,Relational,,,,Carlo Strozzi,IT,1989,,"Commercial,Open Source",GPL v2,-,,Y,,
stsdb,stsdb,stsdb,Normal,Y_auto,STSdb,Key-value,C#,,Embedded,STS Soft Sdn Bhd,BG,2008#dbdbio>|<dbengines#2011,2020#dbdbio>|<dbengines#2015,"Commercial,Open Source","GPL v2,GPL v3#dbdbio>|<dbengines#GPLv2, commercial license available",STSSoft/STSdb4,31363586,Y,0.04,362
summitdb,summitdb,,X_Single,Y_auto,SummitDB,Key-value,Go,Custom API,Shared-Nothing,Josh Baker,US,2016,2022,"Hobby,Open Source",MIT License,tidwall/summitdb,70629059,Y,,
surrealdb,surrealdb,surrealdb,Normal,Y_auto,SurrealDB,"Relational,Document,Graph",Rust,"Custom API,SQL,HTTP / REST,RPC","Shared-Nothing,Embedded",SurrealDB Ltd.#dbdbio>|<dbengines#SurrealDB Ltd,GB,2016#dbdbio>|<dbengines#2022,2024,"Commercial,Open Source",Business Source License,surrealdb/surrealdb,436658287,Y,1.45,155
swaydb,swaydb,swaydb,Normal,Y_auto,SwayDB,Key-value,Scala,Custom API,Embedded,Simer Plaha,AU,2018,2024,"Commercial,Open Source",AGPL v3.0,simerplaha/SwayDB,121126549,Y,0.0,386
swc-db,swc-db,swc-db,Normal,Y_auto,SWC-DB,"Wide column,Key-value",C++,"Custom API,SQL,Command-line / Shell",Shared-Nothing,Kashirin Alex#dbdbio>|<dbengines#Alex Kashirin,IL,2019#dbdbio>|<dbengines#2020,2021,"Commercial,Open Source","GPL v3,Proprietary",kashirin-alex/swc-db,191442206,Y,0.01,381
swelldb,swelldb,,X_Single,Y_auto,SwellDB,Relational,Python,SQL,,Cornell University,US,2025,,"Academic,Open Source",MIT License,SwellDB/SwellDB,972754006,Y,,
sylvadb,sylvadb,,X_Single,Y_auto,SylvaDB,Graph,JavaScript,,,The CulturePlex Lab,CA,2009,2016,"Academic,Open Source",AGPL v3,CulturePlex/Sylva,1832551,Y,,
sylviejs,sylviejs,,X_Single,Y_auto,SylvieJS,Document,JavaScript,Custom API,"Shared-Everything,Embedded",Chris Fu,US,2023,2024,"Hobby,Open Source",MIT License,cfu288/SylvieJS,639434928,Y,,
system-g,system-g,,X_Single,Y_auto,System G,Graph,,,,IBM Corporation,US,2009,2014,"Industrial Research,Open Source",,-,,Y,,
tabdb,tabdb,,X_Single,Y_auto,TabDB,Relational,JavaScript,SQL,,Kevin Kuchta,US,2019,2019,"Hobby,Open Source",,kkuchta/tabdb,199466858,Y,,
taffydb,taffydb,,X_Single,Y_auto,TaffyDB,Document,JavaScript,,Embedded,Ian Smith,US,2009,2023,Open Source,MIT License,typicaljoe/taffydb,184711,Y,,
tajo,tajo,tajo,Normal,Y_auto,Tajo,Relational,Java,"Custom API,SQL,Command-line / Shell",Shared-Disk,Korea University#dbdbio>|<dbengines#Apache Software Foundation,KR,2012,2020,Open Source,Apache v2,apache/incubator-tajo,17971137,Y,0.13,330
tantivy,tantivy,,X_Single,Y_auto,Tantivy,Document,Rust,Custom API,Embedded,Quickwit Inc.,JP,2016,,Open Source,MIT License,quickwit-oss/tantivy,49412556,Y,,
tarantool,tarantool,tarantool,Normal,Y_auto,Tarantool,Key-value#dbdbio>|<dbengines#Document,C,"Custom API,Stored Procedures,Command-line / Shell",Shared-Nothing,Tarantool#dbdbio>|<dbengines#VK,RU,2008,2022,"Commercial,Open Source",BSD License,tarantool/tarantool,911980,Y,1.27,165
tayzgrid,tayzgrid,,X_Single,Y_auto,TayzGrid,Object Oriented,Java,,,Alachisoft,US,,,"Commercial,Open Source",Proprietary,Alachisoft/TayzGrid,37905036,Y,,
tdengine,tdengine,tdengine,Normal,Y_auto,TDengine,Relational#dbdbio>|<dbengines#Time Series,C,"Custom API,SQL,HTTP / REST,Command-line / Shell",Shared-Nothing,TDengine Inc.,CN,2017#dbdbio>|<dbengines#2019,2022,"Commercial,Open Source","AGPL v3#dbdbio>|<dbengines#AGPL V3, also commercial editions available",taosdata/TDengine,196353673,Y,2.91,93
tendis,tendis,,X_Single,Y_auto,Tendis,Key-value,C++,Custom API,Shared-Nothing,Tencent,CN,2018,,Open Source,GPL v3,Tencent/Tendis,321853986,Y,,
tensorbase,tensorbase,,X_Single,Y_auto,TensorBase,Relational,Rust,SQL,Shared-Disk,TensorBase,CN,2020,2022,"Commercial,Open Source",Apache v2,tensorbase/tensorbase,285012797,Y,,
tera,tera,,X_Single,Y_auto,Tera,Wide column,C++,SQL,Shared-Disk,"Baidu, Inc.",CN,2014,2019,"Commercial,Open Source",BSD License,baidu/tera,18129915,Y,,
terarkdb,terarkdb,terarkdb,Normal,Y_auto,TerarkDB,Key-value,C++,Custom API,Embedded,ByteDance Ltd.,CN,2016,,Open Source,Apache v2; restricted open source version available,bytedance/terarkdb,320459354,Y#dbdbio>|<dbengines#N,0.0,387
terminusdb,terminusdb,terminusdb,Normal,Y_auto,TerminusDB,"Graph,Document,RDF","Prolog,Rust","Custom API,Datalog",,TerminusDB#dbdbio>|<dbengines#DataChemist Ltd.,IE,2019#dbdbio>|<dbengines#2018,2023,"Commercial,Open Source",GPL v3,terminusdb/terminusdb,198466472,Y,0.09,346
terrastore,terrastore,,X_Single,Y_auto,Terrastore,Document,Java,Custom API,,Sergio Bossa,GB,2009,2011,Open Source,Apache v2,AnantLabs/terrastore,32611526,Y,,
thinksql,thinksql,,X_Single,Y_auto,ThinkSQL,Relational,Pascal,SQL,Shared-Everything,,GB,2000,2018,"Commercial,Open Source",,ggaughan/ThinkSQL,3084708,Y,,
threaddb,threaddb,,X_Single,Y_auto,ThreadDB,Document,Go,Custom API,Shared-Nothing,"Textile, Inc.",US,2019,2022,Open Source,MIT License,textileio/go-threads,197858776,Y,,
thrudb,thrudb,,X_Single,Y_auto,ThruDB,,C++,,,Jake Luciani,US,2006,2008,Open Source,BSD License,rcrowley/thrudb,,Y,,
tidb,tidb,tidb,Normal,Y_auto,TiDB,Key-value#dbdbio>|<dbengines#Relational,Go,SQL,Shared-Nothing,"PingCAP, Inc.",US,2015#dbdbio>|<dbengines#2016,2024,"Commercial,Open Source",Apache v2.0,pingcap/tidb,41986369,Y,3.64,79
tidesdb,tidesdb,,X_Single,Y_auto,TidesDB,Wide column,C,Custom API,Embedded,Alex Gaetano Padula,CA,2024,,"Hobby,Open Source",Mozilla Public License,tidesdb/tidesdb,872645739,Y,,
tiedot,tiedot,,X_Single,Y_auto,tiedot,Document,Go,,"Shared-Everything,Embedded",Howard Guo,FI,2013,2021,Open Source,BSD License,HouzuoGuo/tiedot,10296238,Y,,
tieredmemdb,tieredmemdb,,X_Single,Y_auto,TieredMemDB,Key-value,,Custom API,Shared-Nothing,Intel Corporation,PL,2020,2023,"Industrial Research,Open Source",,TieredMemDB/TieredMemDB,415886839,Y,,
tigerbeetle,tigerbeetle,,X_Single,Y_auto,TigerBeetle,Relational,Zig,Custom API,Shared-Nothing,Coil Technologies,ZA,2020,,Open Source,Apache v2,tigerbeetle/tigerbeetle,254418044,Y,,
tikv,tikv,,X_Single,Y_auto,TiKV,Key-value,Rust,Custom API,Shared-Nothing,PingCAP,CN,2016,,Open Source,Apache v2,tikv/tikv,48833910,Y,,
tile38,tile38,,X_Single,Y_auto,Tile38,,Go,"Custom API,HTTP / REST",Shared-Everything,Josh Baker,US,2016,,Open Source,MIT License,tidwall/tile38,,Y,,
tiledb,tiledb,,X_Single,Y_auto,TileDB,Array,C++,"Custom API,SQL",Embedded,"TileDB Inc, Intel Labs",US,2014,,"Commercial,Open Source",MIT License,TileDB-Inc/TileDB,86868560,Y,,
timbala,timbala,,X_Single,Y_auto,Timbala,Relational,Go,"HTTP / REST,PromQL",,Matt Bostock,GB,2016,2018,"Hobby,Open Source",Apache v2,mattbostock/timbala,71015036,Y,,
timber,timber,,X_Single,Y_auto,TIMBER,Document,,XQuery,,University of Michigan,US,,2006,"Academic,Open Source",,-,,Y,,
tingodb,tingodb,,X_Single,Y_auto,TingoDB,Document,JavaScript,Custom API,Embedded,PushOk Software,RU,2013,2019,Open Source,MIT License,sergeyksv/tingodb,9525219,Y,,
tinybase,tinybase,,X_Single,Y_auto,TinyBase,Relational,TypeScript,Custom API,Embedded,James Pearce,US,2021,,Open Source,MIT License,tinyplex/tinybase,443220240,Y,,
tinydb,tinydb,,X_Single,Y_auto,TinyDB,Document,Python,Custom API,Embedded,Markus Siemens,DE,2013,,Open Source,MIT License,msiemens/tinydb,11380094,Y,,
tinydb-berkeley,tinydb-berkeley,,X_Single,Y_auto,TinyDB,Relational,C,SQL,Shared-Nothing,"University of California, Berkeley",US,1999,2003,"Academic,Open Source",,-,,Y,,
tinysql,tinysql,,X_Single,Y_auto,tinySQL,Relational,Java,"SQL,Command-line / Shell",,Brian Jepson,US,2003,2016,"Hobby,Open Source",LGPL v2,-,,Y,,
titan,titan,,X_Single,Y_auto,Titan,Graph,Java,Gremlin,,Aurelius,US,2012,2015,Open Source,Apache v2,thinkaurelius/titan,3548254,Y,,
titan-nosql,titan-nosql,,X_Single,Y_auto,Titan,,Go,,,Meitu,CN,2018,2021,"Hobby,Open Source",Apache v2,distributedio/titan,,Y,,
tkrzw,tkrzw,tkrzw,Normal,Y_auto,Tkrzw,Key-value,C++,Custom API,Embedded,"Mikio Hirabayashi, Google#dbdbio>|<dbengines#Mikio Hirabayashi",JP,2020,2024,Open Source,Apache Version 2.0,estraier/tkrzw,278320002,Y,0.0,387
tokudb,tokudb,,X_Single,Y_auto,TokuDB,Relational,,,,Percona,US,2009,2022,"Commercial,Open Source",GPL v2,percona/tokudb-engine,9509125,Y,,
tokumx,tokumx,,X_Single,Y_auto,TokuMX,Document,C++,Custom API,Shared-Nothing,"Tokutek, Inc.",US,2013,2015,"Commercial,Open Source","AGPL v3,Apache v2,GPL v2",Tokutek/mongo,8729689,Y,,
tokyo-cabinet,tokyo-cabinet,,X_Single,Y_auto,Tokyo Cabinet,Key-value,C,Custom API,Embedded,FAL Labs,JP,2006,,Open Source,LGPL v2,LuaDist/tokyocabinet,953500,Y,,
tokyo-tyrant,tokyo-tyrant,tokyo-tyrant,Normal,Y_auto,Tokyo Tyrant,Key-value,,,,Mikio  Hirabayashi,JP,2007,,Open Source,GPL,hthetiot/Tokyo-Tyrant,3502280,Y,0.22,302
tomp2p,tomp2p,tomp2p,Normal,Y_auto,TomP2P,Key-value,Java,,,Thomas Bocek,CH,2004,2020,Open Source,Apache v2,tomp2p/TomP2P,3114475,Y,0.0,387
tonbo,tonbo,,X_Single,Y_auto,Tonbo,Key-value,Rust,Custom API,Embedded,Tzu Gwo,CN,2024,,"Hobby,Open Source",Apache v2,tonbo-io/tonbo,828742634,Y,,
topk,topk,,X_Single,Y_auto,TopK,Document,Rust,Custom API,Shared-Disk,"TopK, Inc.",CZ,2024,,"Commercial,Open Source","MIT License,Proprietary",topk-io/topk,922527165,Y,,
toplingdb,toplingdb,,X_Single,Y_auto,ToplingDB,Key-value,C++,Custom API,"Shared-Disk,Embedded",Topling,CN,2021,,Open Source,Apache v2,topling/toplingdb,274611759,Y,,
torodb,torodb,torodb,X_Single,Y_auto,ToroDB,Document,Java,,Shared-Everything,8Kdata,ES,2016,2017,Open Source,AGPL v3,torodb/server,86339169,Y,,
toydb,toydb,,X_Single,Y_auto,toyDB,Relational,Rust,SQL,Shared-Nothing,Erik Grinaker,NO,2019,,"Educational,Open Source",Apache v2,erikgrinaker/toydb,183929744,Y,,
trafodion,trafodion,trafodion,X_Single,Y_auto,Trafodion,Wide column,"C++,Java",SQL,,Hewlett-Packard Company,US,2014,2021,Open Source,Apache v2,apache/trafodion,36349344,Y,,
traildb,traildb,,X_Single,Y_auto,TrailDB,Relational,C,Custom API,Embedded,AdRoll Inc.,US,2014,2019,"Commercial,Open Source",MIT License,traildb/traildb,22868877,Y,,
translattice,translattice,,X_Single,Y_auto,TransLattice,Relational,C,PL/SQL,Shared-Nothing,"TransLattice, Inc.",US,2007,2014,"Commercial,Open Source","PostgreSQL License,Proprietary",,,Y,,
treodedb,treodedb,,X_Single,Y_auto,TreodeDB,Key-value,Scala,,,Treode,US,2012,2015,"Commercial,Open Source",Apache v2,Treode/store,13677899,Y,,
trino,trino,trino,Normal,Y_auto,Trino,Relational,Java,SQL,Shared-Disk,Trino Software Foundation,US,2019#dbdbio>|<dbengines#2012,,Open Source,Apache v2.0,trinodb/trino,166515022,Y,7.24,53
trousseau,trousseau,,X_Single,Y_auto,Trousseau,Key-value,Go,Command-line / Shell,Shared-Everything,Théo Crevon,DE,2013,,Open Source,MIT License,oleiade/trousseau,12106192,Y,,
ts-sql,ts-sql,,X_Single,Y_auto,ts-sql,Relational,TypeScript,SQL,Embedded,Charles Pick,GB,2020,2020,"Hobby,Open Source",,codemix/ts-sql,296950535,Y,,
tsink,tsink,,X_Single,Y_auto,tsink,,Rust,"HTTP / REST,PromQL",Embedded,,,2025,,"Hobby,Open Source",MIT License,cantrepro/tsink,,Y,,
tugraph,tugraph,,X_Single,Y_auto,TuGraph,Graph,C++,Cypher,Shared-Everything,"Alibaba, Tsinghua University",CN,2021,,Open Source,Apache v2,TuGraph-family/tugraph-db,528766495,Y,,
turso,turso,,X_Single,Y_auto,Turso,Relational,Rust,"Custom API,SQL","Shared-Disk,Embedded","Turso, Inc.",US,2023,,"Commercial,Open Source",MIT License,tursodatabase/turso,683347556,Y,,
twig,twig,,X_Single,Y_auto,Twig,Object Oriented,Java,,,John Patterson,US,2009,2013,Open Source,Apache v2,google-code-export/twig-persist,32137101,Y,,
typedb,typedb,typedb,Normal,Y_auto,TypeDB,Graph,,Custom API,,TypeDB Ltd.,GB,2016,2025,"Commercial,Open Source","AGPL v3#dbdbio>|<dbengines#GPL Version 3, commercial licenses available",typedb/typedb,63110867,Y,0.59,230
typhon,typhon,,X_Single,Y_auto,Typhon,Object Oriented,C#,Custom API,Embedded,,FR,2015,,"Commercial,Open Source",PolyForm Small Business License,Log2n-io/Typhon,366298992,Y,,
typhoon,typhoon,,X_Single,Y_auto,Typhoon,Relational,C,,,"Thomas B. Pedersen, Kaz Kylheku",DK,1996,1999,Open Source,MIT License,jonahharris/osdb-typhoon,119234429,Y,,
unisondb,unisondb,,X_Single,Y_auto,UnisonDB,"Wide column,Key-value",Go,HTTP / REST,"Shared-Everything,Shared-Disk",Ankur Anand,IN,2025,,"Hobby,Open Source",Apache v2,ankur-anand/unisondb,926191450,Y,,
unqlite,unqlite,,X_Single,Y_auto,UnQLite,"Key-value,Document",C,,Embedded,Symisc Systems,TN,,,"Commercial,Open Source",,symisc/unqlite,22761491,Y,,
upscaledb,upscaledb,upscaledb,Normal,Y_auto,upscaledb,Key-value,"C,C++","Custom API,SQL",Embedded,Christoph Rupp,DE,2007,2021,"Commercial,Open Source",Apache v2,cruppstahl/upscaledb,811881,Y,0.0,387
vald,vald,vald,Normal,Y_auto,Vald,Vector,Go,"Custom API,HTTP / REST",Shared-Disk,Vald Team,JP,2019,,Open Source,Apache v2.0,vdaas/vald,195619075,Y,0.23,300
valkey,valkey,valkey,Normal,Y_auto,Valkey,Key-value,C,Custom API,Shared-Everything,The Linux Foundation,US,2024,2024,Open Source,BSD License,valkey-io/valkey,775743011,Y,2.55,102
valthree,valthree,,X_Single,Y_auto,Valthree,Key-value,Go,Custom API,Shared-Nothing,Antithesis Operations LLC,US,2025,,"Industrial Research,Open Source",MIT License,antithesishq/valthree,1034637202,Y,,
vanilladb,vanilladb,,X_Single,Y_auto,VanillaDB,Multivalue,Java,"Custom API,SQL,Stored Procedures",Shared-Everything,National Tsing Hua University,TW,2016,2023,"Academic,Open Source",Apache v2,vanilladb/vanillacore,61269853,Y,,
vearch,vearch,,X_Single,Y_auto,Vearch,"Document,Vector",C++,HTTP / REST,Shared-Nothing,JD.com,CN,2019,,Open Source,Apache v2,vearch/vearch,186332888,Y,,
vecdb,vecdb,,X_Single,Y_auto,vecdb,"Document,Vector",Rust,"SQL,Command-line / Shell",,Zayd Mulani,US,2026,,"Hobby,Open Source",MIT License,zaydmulani09/vecdb,1242559745,Y,,
vectordb,vectordb,,X_Single,Y_auto,VectorDB,"Document,Vector",Python,HTTP / REST,"Shared-Everything,Embedded",Jina AI GmbH,ES,2023,2024,"Commercial,Open Source",Apache v2,jina-ai/vectordb,635374751,Y,,
vectordb-kagi,vectordb-kagi,,X_Single,Y_auto,VectorDB,"Document,Vector",Python,Custom API,Embedded,Kagi Inc.,US,2023,2024,Open Source,MIT License,kagisearch/vectordb,632269609,Y,,
vectorsql,vectorsql,,X_Single,Y_auto,VectorSQL,Relational,Go,SQL,,Bohu Tang,CN,2020,2021,"Hobby,Open Source",Apache v2,vectorengine/vectorsql,234910993,Y,,
velarixdb,velarixdb,,X_Single,Y_auto,VelarixDB,Key-value,Rust,Custom API,Embedded,Adewumi Sunkanmi,NG,2024,,"Hobby,Open Source",MIT License,Gifted-s/velarixdb,840308148,Y,,
velox,velox,,X_Single,Y_auto,Velox,Relational,C++,Custom API,Embedded,Meta Platforms Inc,US,2020,,"Industrial Research,Open Source",Apache v2,facebookincubator/velox,388946490,Y,,
veloxdb,veloxdb,,X_Single,Y_auto,VeloxDB,Object Oriented,C#,Custom API,Shared-Everything,VeloxDB,RS,2022,,"Commercial,Open Source",MIT License,VeloxDB/VeloxDB,569871553,Y,,
